Code,CPT/HCPCS,Description,Revenue Code,Unit Price,Cash Price,Min Allowable,Max Allowable
36100500,23570,HC CLOSED TX SCAPULAR FRACTURE W/O MANIPULATION,0361,$373.00,$186.50,$205.52,$335.70
36100515,27200,HC CLOSED TREATMENT COCCYGEAL FRACTURE,0361,$373.00,$186.50,$205.52,$335.70
36100517,27230,HC CLTX FEM FX PROX END NCK W/O MANJ,0361,$373.00,$186.50,$205.52,$335.70
36100521,27256,HC TX SPONTAN HIP DISLC ABDCT SPLNT/TRCJ W/O ANES,0361,$373.00,$186.50,$205.52,$335.70
36100530,27516,HC CLTX DISTAL FEMORAL EPIPHYSL SEPARATION W/O MANJ,0361,$373.00,$186.50,$205.52,$335.70
36100532,27520,HC CLOSED TX PATELLAR FRACTURE W/O MANIPULATION,0361,$373.00,$186.50,$205.52,$335.70
36100537,27830,HC CLTX PROX TIBFIB JT DISLC W/O ANES,0361,$373.00,$186.50,$205.52,$335.70
36100538,28430,HC CLOSED TX TALUS FRACTURE W/O MANIPULATION,0361,$373.00,$186.50,$205.52,$335.70
36100541,28475,HC CLTX METAR FX W/MANJ,0361,$373.00,$186.50,$205.52,$335.70
36100542,28495,HC CLTX FX GRT TOE PHLX/PHLG W/MANJ,0361,$373.00,$186.50,$205.52,$335.70
36100543,28530,HC CLOSED TREATMENT SESAMOID FRACTURE,0361,$373.00,$186.50,$205.52,$335.70
36100457,23540,HC CLSD TX ACROMIOCLAVICULAR DISLC W/O MANIPULATION,0361,$373.00,$186.50,$205.52,$335.70
36100458,23545,HC CLSD TX ACROMIOCLAVICULAR DISLC W/MANIPULATION,0361,$373.00,$186.50,$205.52,$335.70
36100468,28570,HC CLOSED TX TALOTARSAL JOINT DISLC W/O ANES,0361,$373.00,$186.50,$205.52,$335.70
36100471,28605,HC CLOSED TX TARSOMETATARSAL DISLOCATION W/ANES,0361,$373.00,$186.50,$205.52,$335.70
36100494,21820,HC CLOSED TREATMENT STERNUM FRACTURE,0361,$373.00,$186.50,$205.52,$335.70
36100499,23525,HC CLOSED TX STERNOCLAVICULAR DISLC W/MANIPULATION,0361,$373.00,$186.50,$205.52,$335.70
36100515,27200,HC CLOSED TREATMENT COCCYGEAL FRACTURE,0361,$373.00,$186.50,$205.52,$335.70
36100517,27230,HC CLTX FEM FX PROX END NCK W/O MANJ,0361,$373.00,$186.50,$205.52,$335.70
36100521,27256,HC TX SPONTAN HIP DISLC ABDCT SPLNT/TRCJ W/O ANES,0361,$373.00,$186.50,$205.52,$335.70
36100530,27516,HC CLTX DISTAL FEMORAL EPIPHYSL SEPARATION W/O MANJ,0361,$373.00,$186.50,$205.52,$335.70
36100532,27520,HC CLOSED TX PATELLAR FRACTURE W/O MANIPULATION,0361,$373.00,$186.50,$205.52,$335.70
36100537,27830,HC CLTX PROX TIBFIB JT DISLC W/O ANES,0361,$373.00,$186.50,$205.52,$335.70
36100538,28430,HC CLOSED TX TALUS FRACTURE W/O MANIPULATION,0361,$373.00,$186.50,$205.52,$335.70
36100541,28475,HC CLTX METAR FX W/MANJ,0361,$373.00,$186.50,$205.52,$335.70
36100542,28495,HC CLTX FX GRT TOE PHLX/PHLG W/MANJ,0361,$373.00,$186.50,$205.52,$335.70
36100543,28530,HC CLOSED TREATMENT SESAMOID FRACTURE,0361,$373.00,$186.50,$205.52,$335.70
36100394,28515,HC CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ,0361,$375.00,$187.50,$206.63,$337.50
36100648,31511,HC LARYNGOSCOPY INDIRECT W/REMOVAL FOREIGN BODY,0361,$378.00,$189.00,$208.28,$340.20
36100364,24640,HC CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MANJ,0361,$379.00,$189.50,$208.83,$341.10
36100004,10060,HC INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE,0361,$380.00,$190.00,$209.38,$342.00
36100416,64400,HC INJECTION AA&/STRD TRIGEMINAL NERVE EACH BRANCH,0361,$381.00,$190.50,$209.93,$342.90
36100416,64400,HC INJECTION AA&/STRD TRIGEMINAL NERVE EACH BRANCH,0361,$381.00,$190.50,$209.93,$342.90
36100379,26770,HC CLTX IPHAL JT DISLC W/MANJ W/O ANES,0361,$385.00,$192.50,$212.14,$346.50
36100298,97597,HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,0361,$386.00,$193.00,$212.69,$347.40
36100337,11750,HC EXCISION NAIL MATRIX PERMANENT REMOVAL,0361,$387.00,$193.50,$213.24,$348.30
36100397,29105,HC APPLICATION LONG ARM SPLINT SHOULDER HAND,0361,$387.00,$193.50,$213.24,$348.30
36100328,10061,HC INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE,0361,$388.00,$194.00,$213.79,$349.20
36100331,10120,HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE,0361,$388.00,$194.00,$213.79,$349.20
36100410,46040,HC I&D ISCHIORECTAL&/PERIRECTAL ABSCESS SPX,0361,$388.00,$194.00,$213.79,$349.20
36100329,10080,HC INCISION & DRAINAGE PILONIDAL CYST SIMPLE,0361,$388.00,$194.00,$213.79,$349.20
36100410,46040,HC I&D ISCHIORECTAL&/PERIRECTAL ABSCESS SPX,0361,$388.00,$194.00,$213.79,$349.20
36100414,56405,HC I&D VULVA/PERINEAL ABSCESS,0361,$389.00,$194.50,$214.34,$350.10
36100376,26742,HC CLTX ARTCLR FX INVG MTCARPHLNGL/IPHAL JT W/MANJ,0361,$391.00,$195.50,$215.44,$351.90
36100378,26755,HC CLTX DSTL PHLNGL FX FNGR/THMB W/MANJ EA,0361,$391.00,$195.50,$215.44,$351.90
36100394,28515,HC CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ,0361,$391.00,$195.50,$215.44,$351.90
36100397,29105,HC APPLICATION LONG ARM SPLINT SHOULDER HAND,0361,$391.00,$195.50,$215.44,$351.90
36100228,47531,HC NJX CHOLANGIO PRQ W/IMG GID RS&I EXISTING ACCESS,0361,$392.00,$196.00,$215.99,$352.80
36100397,29105,HC APPLICATION LONG ARM SPLINT SHOULDER HAND,0361,$392.00,$196.00,$215.99,$352.80
36100418,65205,HC REMOVAL FB EYE CONJUNCTIVAL SUPERFICIAL,0361,$393.00,$196.50,$216.54,$353.70
36100418,65205,HC REMOVAL FB EYE CONJUNCTIVAL SUPERFICIAL,0361,$393.00,$196.50,$216.54,$353.70
36100852,31231,HC NASAL ENDO DX UNI/BI SPX,0361,$396.00,$198.00,$218.20,$356.40
36100852,31231,HC NASAL ENDO DX UNI/BI SPX,0361,$396.00,$198.00,$218.20,$356.40
36100401,29505,HC APPLICATION LONG LEG SPLINT THIGH ANKLE/TOES,0361,$397.00,$198.50,$218.75,$357.30
36100401,29505,HC APPLICATION LONG LEG SPLINT THIGH ANKLE/TOES,0361,$397.00,$198.50,$218.75,$357.30
36100401,29505,HC APPLICATION LONG LEG SPLINT THIGH ANKLE/TOES,0361,$397.00,$198.50,$218.75,$357.30
36100295,64430,HC INJECTION ANESTHETIC AGENT PUDENDAL NERVE,0361,$398.00,$199.00,$219.30,$358.20
36100406,30903,HC CONTROL NASAL HEMORRHAGE ANTERIOR COMPLEX,0361,$398.00,$199.00,$219.30,$358.20
36100006,10160,HC PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST,0361,$401.00,$200.50,$220.95,$360.90
36100269,51600,HC NJX CSTOGRAPY/VOIDING URETHROCSTOGRAPY,0361,$403.00,$201.50,$222.05,$362.70
36100398,29125,HC APPLICATION SHORT ARM SPLINT FOREARM-HAND STATIC,0361,$405.00,$202.50,$223.16,$364.50
36100398,29125,HC APPLICATION SHORT ARM SPLINT FOREARM-HAND STATIC,0361,$405.00,$202.50,$223.16,$364.50
36100398,29125,HC APPLICATION SHORT ARM SPLINT FOREARM-HAND STATIC,0361,$405.00,$202.50,$223.16,$364.50
36100402,29515,HC APPLICATION SHORT LEG SPLINT CALF FOOT,0361,$406.00,$203.00,$223.71,$365.40
36100402,29515,HC APPLICATION SHORT LEG SPLINT CALF FOOT,0361,$406.00,$203.00,$223.71,$365.40
36100402,29515,HC APPLICATION SHORT LEG SPLINT CALF FOOT,0361,$406.00,$203.00,$223.71,$365.40
36100421,67700,HC BLEPHAROTOMY DRAINAGE ABSCESS EYELID,0361,$411.00,$205.50,$226.46,$369.90
36100421,67700,HC BLEPHAROTOMY DRAINAGE ABSCESS EYELID,0361,$411.00,$205.50,$226.46,$369.90
36100356,20552,HC INJECTION SINGLE/MLT TRIGGER POINT 1/2 MUSCLES,0361,$415.00,$207.50,$228.67,$373.50
36100344,12014,HC SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,0361,$416.00,$208.00,$229.22,$374.40
36100005,10140,HC I&D HEMATOMA SEROMA/FLUID COLLECTION,0361,$417.00,$208.50,$229.77,$375.30
36100005,10140,HC I&D HEMATOMA SEROMA/FLUID COLLECTION,0361,$417.00,$208.50,$229.77,$375.30
36100358,23600,HC CLTX PROXIMAL HUMERAL FRACTURE W/O MANIPULATION,0361,$420.00,$210.00,$231.42,$378.00
36100041,20501,HC INJECTION SINUS TRACT DIAGNOSTIC,0361,$422.00,$211.00,$232.52,$379.80
36100001,10021,HC FINE NEEDLE ASPIRATION BX W/O IMG GDN 1ST LESION,0361,$425.00,$212.50,$234.18,$382.50
36100413,55100,HC DRAINAGE SCROTAL WALL ABSCESS,0361,$425.00,$212.50,$234.18,$382.50
36100415,56420,HC I&D OF BARTHOLINS GLAND ABSCESS,0361,$425.00,$212.50,$234.18,$382.50
36100413,55100,HC DRAINAGE SCROTAL WALL ABSCESS,0361,$425.00,$212.50,$234.18,$382.50
36100326,,HC BX TRU-CUT DEEP,0361,$426.00,$213.00,$234.73,$383.40
36100363,24600,HC TREATMENT CLOSED ELBOW DISLOCATION W/O ANES,0361,$430.00,$215.00,$236.93,$387.00
36100338,11760,HC REPAIR NAIL BED,0361,$431.00,$215.50,$237.48,$387.90
36100338,11760,HC REPAIR NAIL BED,0361,$431.00,$215.50,$237.48,$387.90
36100171,36589,HC RMVL TUN CVC W/O SUBQ PORT/PMP,0361,$432.00,$216.00,$238.03,$388.80
36100406,30903,HC CONTROL NASAL HEMORRHAGE ANTERIOR COMPLEX,0361,$433.00,$216.50,$238.58,$389.70
36100043,20605,HC ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/O US,0361,$435.00,$217.50,$239.69,$391.50
36100368,25605,HC CLTX DSTL RDL FX/EPIPHYSL SEP W/MANJ WHEN PERF,0361,$437.00,$218.50,$240.79,$393.30
36100223,46050,HC I&D PERIANAL ABSCESS SUPERFICIAL,0361,$441.00,$220.50,$242.99,$396.90
36100223,46050,HC I&D PERIANAL ABSCESS SUPERFICIAL,0361,$441.00,$220.50,$242.99,$396.90
36100025,19030,HC INJECTION MAMMARY DUCTOGRAM/GALACTOGRAM,0361,$447.00,$223.50,$246.30,$402.30
36100473,28665,HC CLTX INTERPHALANGEAL JOINT DISLOCATION REQ ANES,0361,$450.00,$225.00,$247.95,$405.00
36100464,26775,HC CLTX IPHAL JT DISLC W/MANJ REQ ANES,0361,$450.00,$225.00,$247.95,$405.00
36100473,28665,HC CLTX INTERPHALANGEAL JOINT DISLOCATION REQ ANES,0361,$450.00,$225.00,$247.95,$405.00
36100388,28190,HC REMOVAL FOREIGN BODY FOOT SUBCUTANEOUS,0361,$450.00,$225.00,$247.95,$405.00
36100419,65220,HC RMVL FB XTRNL EYE CORNEAL W/O SLIT LAMP,0361,$453.00,$226.50,$249.60,$407.70
36100419,65220,HC RMVL FB XTRNL EYE CORNEAL W/O SLIT LAMP,0361,$453.00,$226.50,$249.60,$407.70
36100364,24640,HC CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MANJ,0361,$454.00,$227.00,$250.15,$408.60
36100345,12031,HC REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,0361,$456.00,$228.00,$251.26,$410.40
36100350,12044,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 7.6-12.5CM,0361,$456.00,$228.00,$251.26,$410.40
36100437,12018,HC SIMPLE REPAIR F/E/E/N/L/M >30.0 CM,0361,$456.00,$228.00,$251.26,$410.40
36100345,12031,HC REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,0361,$456.00,$228.00,$251.26,$410.40
36100350,12044,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 7.6-12.5CM,0361,$456.00,$228.00,$251.26,$410.40
36100011,11055,HC PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1,0361,$457.00,$228.50,$251.81,$411.30
36100012,11056,HC PARING/CUTTING BENIGN HYPERKERATOTIC LESION 2-4,0361,$457.00,$228.50,$251.81,$411.30
36100950,11057,HC PARING/CUTTING BENIGN HYPERKERATOTIC LESION >4,0361,$457.00,$228.50,$251.81,$411.30
36100329,10080,HC INCISION & DRAINAGE PILONIDAL CYST SIMPLE,0361,$459.00,$229.50,$252.91,$413.10
36100303,,HC MIDLINE INSERT PROCEDURE,0361,$463.00,$231.50,$255.11,$416.70
36100309,,HC PICC INSERT PROCEDURE,0361,$463.00,$231.50,$255.11,$416.70
36100310,,HC MIDLINE INSERT PROCEDURE,0361,$463.00,$231.50,$255.11,$416.70
36100021,15005,HC PREP SITE F/S/N/H/F/G/M/D GT ADDL 100 SQ CM/1PCT,0361,$465.00,$232.50,$256.22,$418.50
36100864,15003,HC PREP SITE TRUNK/ARM/LEG ADDL 100 SQ,0361,$465.00,$232.50,$256.22,$418.50
36100701,97597,HC DEBRIDEMENT OPEN WOUND 20 SQ CM/< (PULSAVAC),0361,$466.00,$233.00,$256.77,$419.40
36100702,97598,HC DEBRIDEMENT OPEN WOUND EACH ADDITIONAL 20 SQ CM (PULSAVAC),0361,$466.00,$233.00,$256.77,$419.40
45000204,92950,HC CARDIOPULMONARY RESUSCITATION,0361,$466.00,$233.00,$256.77,$419.40
36100411,46083,HC INCISION THROMBOSED HEMORRHOID EXTERNAL,0361,$468.00,$234.00,$257.87,$421.20
36100325,,HC LESION REMOVAL,0361,$469.00,$234.50,$258.42,$422.10
36100378,26755,HC CLTX DSTL PHLNGL FX FNGR/THMB W/MANJ EA,0361,$469.00,$234.50,$258.42,$422.10
36100394,28515,HC CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ,0361,$469.00,$234.50,$258.42,$422.10
36100006,10160,HC PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST,0361,$470.00,$235.00,$258.97,$423.00
36100343,12011,HC SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,0361,$472.00,$236.00,$260.07,$424.80
36100017,12005,HC SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,0361,$474.00,$237.00,$261.17,$426.60
36100340,12001,HC SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,0361,$474.00,$237.00,$261.17,$426.60
36100341,12002,HC SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,0361,$474.00,$237.00,$261.17,$426.60
36100342,12004,HC SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,0361,$474.00,$237.00,$261.17,$426.60
36100348,12041,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,0361,$474.00,$237.00,$261.17,$426.60
36100417,64450,HC INJECTION AA&/STRD OTHER PERIPHERAL NERVE/BRANCH,0361,$474.00,$237.00,$261.17,$426.60
36100243,49400,HC INJECTION AIR/CONTRAST PERITONEAL CAVITY SPX,0361,$479.00,$239.50,$263.93,$431.10
36100249,49424,HC CNTRST NJX ASSMT ABSC/CST VIA DRG CATH/TUBE SPX,0361,$479.00,$239.50,$263.93,$431.10
36100351,12051,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,0361,$479.00,$239.50,$263.93,$431.10
36100344,12014,HC SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,0361,$479.00,$239.50,$263.93,$431.10
36100351,12051,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,0361,$479.00,$239.50,$263.93,$431.10
36100221,42400,HC BIOPSY SALIVARY GLAND NEEDLE,0361,$480.00,$240.00,$264.48,$432.00
36100479,20604,HC ARTHROCNT ASPIR&/INJ SMALL JT/BURSAW/US REC RPRT,0361,$485.00,$242.50,$267.24,$436.50
36100482,20660,HC APPL CRANIAL TONG/STRTCTC FRAME W/REMOVAL SPX,0361,$485.00,$242.50,$267.24,$436.50
36100559,64408,HC INJECTION ANESTHETIC AGENT VAGUS NERVE,0361,$485.00,$242.50,$267.24,$436.50
36100570,64455,HC NJX ANES&/STEROID PLANTAR COMMON DIGITAL NERVE,0361,$485.00,$242.50,$267.24,$436.50
36100044,20610,HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/O US,0361,$485.00,$242.50,$267.24,$436.50
36100479,20604,HC ARTHROCNT ASPIR&/INJ SMALL JT/BURSAW/US REC RPRT,0361,$485.00,$242.50,$267.24,$436.50
36100480,20606,HC ARTHROCENTESIS ASPIR&INJ INTERM JT/BURS W/US,0361,$485.00,$242.50,$267.24,$436.50
36100481,20611,HC ARTHROCENTESIS ASPIR&INJ MAJOR JT/BURSA W/US,0361,$485.00,$242.50,$267.24,$436.50
36100559,64408,HC INJECTION ANESTHETIC AGENT VAGUS NERVE,0361,$485.00,$242.50,$267.24,$436.50
36100570,64455,HC NJX ANES&/STEROID PLANTAR COMMON DIGITAL NERVE,0361,$485.00,$242.50,$267.24,$436.50
36100960,11102,HC TANGENTIAL BIOPSY SKIN SINGLE LESION,0361,$486.00,$243.00,$267.79,$437.40
36100962,11104,HC PUNCH BIOPSY SKIN SINGLE LESION,0361,$486.00,$243.00,$267.79,$437.40
36100964,11106,HC INCISIONAL BIOPSY SKIN SINGLE LESION,0361,$486.00,$243.00,$267.79,$437.40
36100960,11102,HC TANGENTIAL BIOPSY SKIN SINGLE LESION,0361,$486.00,$243.00,$267.79,$437.40
36100962,11104,HC PUNCH BIOPSY SKIN SINGLE LESION,0361,$486.00,$243.00,$267.79,$437.40
36100964,11106,HC INCISIONAL BIOPSY SKIN SINGLE LESION,0361,$486.00,$243.00,$267.79,$437.40
36100008,11042,HC DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,0361,$490.00,$245.00,$269.99,$441.00
36100376,26742,HC CLTX ARTCLR FX INVG MTCARPHLNGL/IPHAL JT W/MANJ,0361,$490.00,$245.00,$269.99,$441.00
36100298,97597,HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,0361,$491.00,$245.50,$270.54,$441.90
36100299,97598,HC DEBRIDEMENT OPEN WOUND EACH ADDITIONAL 20 SQ CM,0361,$491.00,$245.50,$270.54,$441.90
36100298,97597,HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,0361,$491.00,$245.50,$270.54,$441.90
36100415,56420,HC I&D OF BARTHOLINS GLAND ABSCESS,0361,$502.00,$251.00,$276.60,$451.80
36100281,60100,HC BIOPSY THYROID PERCUTANEOUS CORE NEEDLE,0361,$504.00,$252.00,$277.70,$453.60
36100282,60300,HC ASPIRATION AND/OR INJECTION THYROID CYST,0361,$504.00,$252.00,$277.70,$453.60
36100173,36593,HC DECLOT BY THROMBOLYTIC AGENT IMPLANT DEVICE/CATH,0361,$505.00,$252.50,$278.26,$454.50
36100331,10120,HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE,0361,$505.00,$252.50,$278.26,$454.50
36100388,28190,HC REMOVAL FOREIGN BODY FOOT SUBCUTANEOUS,0361,$506.00,$253.00,$278.81,$455.40
36100306,,HC MIDLINE INSERT PROCEDURE,0361,$510.00,$255.00,$281.01,$459.00
36100460,25660,HC CLTX RDCRPL/INTERCARPL DISLC 1/> BONES W/MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100470,28600,HC CLOSED TX TARSOMETATARSAL DISLOCATION W/O ANES,0361,$514.00,$257.00,$283.21,$462.60
36100474,27562,HC CLOSED TX PATELLAR DISLOCATION W/ANESTHESIA,0361,$514.00,$257.00,$283.21,$462.60
36100496,22310,HC CLTX VRT BDY FX W/O MANJ REQ&W/CSTING/BRACING,0361,$514.00,$257.00,$283.21,$462.60
36100503,23620,HC CLTX GREATER HUMERAL TUBEROSITY FX W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100508,25535,HC CLOSED TX ULNAR SHAFT FRACTURE W/MANIPULATION,0361,$514.00,$257.00,$283.21,$462.60
36100511,25680,HC CLTX TRANS-SCAPHOPRILUNAR TYP FX DISLC W/MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100513,27197,HC CLTX PEL RING FX DISLC DIAST/SUBLXTJ W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100514,27198,HC CLTX PEL RING FX DISLC DIAST/SUBLXTJ W/MANJ ANES,0361,$514.00,$257.00,$283.21,$462.60
36100516,27220,HC CLTX ACETABULUM HIP/SOCKT FX W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100519,27246,HC CLTX GREATER TROCHANTERIC FX W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100525,27500,HC CLOSED TX FEMORAL SHAFT FX W/O MANIPULATION,0361,$514.00,$257.00,$283.21,$462.60
36100526,27501,HC CLTX SPRCNDYLR/TRNSCNDYLR FEM FX W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100533,27538,HC CLTX INTERCONDYLAR SPI&/TUBRST FX KNE W/WO MAN,0361,$514.00,$257.00,$283.21,$462.60
36100534,27767,HC CLOSED TREATMENT PST MALLEOLUS FRACTURE W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100536,27816,HC CLTX TRIMALLEOLAR ANKLE FX W/O MANIPULATION,0361,$514.00,$257.00,$283.21,$462.60
36100460,25660,HC CLTX RDCRPL/INTERCARPL DISLC 1/> BONES W/MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100470,28600,HC CLOSED TX TARSOMETATARSAL DISLOCATION W/O ANES,0361,$514.00,$257.00,$283.21,$462.60
36100474,27562,HC CLOSED TX PATELLAR DISLOCATION W/ANESTHESIA,0361,$514.00,$257.00,$283.21,$462.60
36100496,22310,HC CLTX VRT BDY FX W/O MANJ REQ&W/CSTING/BRACING,0361,$514.00,$257.00,$283.21,$462.60
36100503,23620,HC CLTX GREATER HUMERAL TUBEROSITY FX W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100508,25535,HC CLOSED TX ULNAR SHAFT FRACTURE W/MANIPULATION,0361,$514.00,$257.00,$283.21,$462.60
36100511,25680,HC CLTX TRANS-SCAPHOPRILUNAR TYP FX DISLC W/MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100513,27197,HC CLTX PEL RING FX DISLC DIAST/SUBLXTJ W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100514,27198,HC CLTX PEL RING FX DISLC DIAST/SUBLXTJ W/MANJ ANES,0361,$514.00,$257.00,$283.21,$462.60
36100516,27220,HC CLTX ACETABULUM HIP/SOCKT FX W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100519,27246,HC CLTX GREATER TROCHANTERIC FX W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100525,27500,HC CLOSED TX FEMORAL SHAFT FX W/O MANIPULATION,0361,$514.00,$257.00,$283.21,$462.60
36100526,27501,HC CLTX SPRCNDYLR/TRNSCNDYLR FEM FX W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100533,27538,HC CLTX INTERCONDYLAR SPI&/TUBRST FX KNE W/WO MAN,0361,$514.00,$257.00,$283.21,$462.60
36100534,27767,HC CLOSED TREATMENT PST MALLEOLUS FRACTURE W/O MANJ,0361,$514.00,$257.00,$283.21,$462.60
36100536,27816,HC CLTX TRIMALLEOLAR ANKLE FX W/O MANIPULATION,0361,$514.00,$257.00,$283.21,$462.60
36100353,12054,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM,0361,$515.00,$257.50,$283.77,$463.50
36100363,24600,HC TREATMENT CLOSED ELBOW DISLOCATION W/O ANES,0361,$516.00,$258.00,$284.32,$464.40
36100298,97597,HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,0361,$521.00,$260.50,$287.07,$468.90
36100162,36248,HC SLCTV CATHJ EA 2ND+ ORD ABDL PEL/LXTR ART BRNCH,0361,$523.00,$261.50,$288.17,$470.70
36100606,36218,HC SLCTV CATHJ EA 2ND+ ORD THRC/BRCH/CPHLC BRNCH ADDITIONAL,0361,$523.00,$261.50,$288.17,$470.70
36100289,62272,HC SPINAL PUNCTURE THER DRAIN CEREBROSPINAL FLUID,0361,$529.00,$264.50,$291.48,$476.10
36100240,49082,HC ABDOM PARACENTESIS DX/THER W/O IMAGING GUIDANCE,0361,$535.00,$267.50,$294.79,$481.50
36100004,10060,HC INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE,0361,$535.00,$267.50,$294.79,$481.50
36100328,10061,HC INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE,0361,$535.00,$267.50,$294.79,$481.50
36100346,12032,HC REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,0361,$546.00,$273.00,$300.85,$491.40
36100347,12034,HC REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,0361,$546.00,$273.00,$300.85,$491.40
36100349,12042,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,0361,$546.00,$273.00,$300.85,$491.40
36100703,97598,HC DEBRIDEMENT OPEN WOUND EACH ADDITIONAL 20 SQ CM (WHIRLPOOL),0361,$546.00,$273.00,$300.85,$491.40
36100137,36005,HC NJX PX XTR VNGRPH W/INTRO NDL/INTRACATH,0361,$550.00,$275.00,$303.05,$495.00
36100150,36218,HC SLCTV CATHJ EA 2ND+ ORD THRC/BRCH/CPHLC BRNCH,0361,$553.00,$276.50,$304.70,$497.70
36100173,36593,HC DECLOT BY THROMBOLYTIC AGENT IMPLANT DEVICE/CATH,0361,$556.00,$278.00,$306.36,$500.40
36100220,38792,HC INJ RADIOACTIVE TRACER FOR ID OF SENTINEL NODE,0361,$557.00,$278.50,$306.91,$501.30
36100452,67938,HC REMOVAL EMBEDDED FOREIGN BODY EYELID,0361,$565.00,$282.50,$311.32,$508.50
36100452,67938,HC REMOVAL EMBEDDED FOREIGN BODY EYELID,0361,$565.00,$282.50,$311.32,$508.50
36100017,12005,HC SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,0361,$569.00,$284.50,$313.52,$512.10
36100348,12041,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,0361,$569.00,$284.50,$313.52,$512.10
36100352,12052,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,0361,$570.00,$285.00,$314.07,$513.00
36100655,43762,HC PERQ REPLACEMENT GTUBE NOT REQ REVJ GSTRST TRC,0361,$570.00,$285.00,$314.07,$513.00
36100655,43762,HC PERQ REPLACEMENT GTUBE NOT REQ REVJ GSTRST TRC,0361,$570.00,$285.00,$314.07,$513.00
36100046,24220,HC INJECTION ELBOW ARTHROGRAPHY,0361,$571.00,$285.50,$314.62,$513.90
36100051,27648,HC INJECTION ANKLE ARTHROGRAPHY,0361,$571.00,$285.50,$314.62,$513.90
36100634,29345,HC APPLICATION LONG LEG CAST THIGH-TOE,0361,$571.00,$285.50,$314.62,$513.90
36100635,29355,HC APPLICATION LONG LEG CAST WALKER/AMBULATORY TYPE,0361,$571.00,$285.50,$314.62,$513.90
36100636,29405,HC APPLICATION SHORT LEG CAST BELOW KNEE-TOE,0361,$571.00,$285.50,$314.62,$513.90
