Charge Code/Package,Gross Charges,Charge Description,Patient Type,Rev Code,Discounted Cash Price,De-Identified Minimum,De-Identified Maximum
Rx00132007924_00000_100094_000,0.6,GLYCERIN ADULT RECTAL SUPPOSITORY,OP,250,0.39,0.21,0.6
Rx00132008112_00000_100094_000,0.6,GLYCERIN CHILD RECTAL SUPPOSITORY,IP,250,0.39,0.21,0.6
Rx00132008112_00000_100094_000,0.6,GLYCERIN CHILD RECTAL SUPPOSITORY,OP,250,0.39,0.21,0.6
Rx00132020140_00000_100094_000,2,SODIUM PHOSPHATES 19 GRAM7 GRAM/118 ML ENEMA 133 m,IP,250,1.3,0.7,2
Rx00132020140_00000_100094_000,2,SODIUM PHOSPHATES 19 GRAM7 GRAM/118 ML ENEMA 133 m,OP,250,1.3,0.7,2
Rx00132020220_00000_100094_000,2.5,SODIUM PHOSPHATES 95 GRAM35 GRAM/59 ML ENEMA 66 mL,IP,250,1.63,0.88,2.5
Rx00132020220_00000_100094_000,2.5,SODIUM PHOSPHATES 95 GRAM35 GRAM/59 ML ENEMA 66 mL,OP,250,1.63,0.88,2.5
Rx00132030140_00000_100094_000,3.5,MINERAL OIL ENEMA 133 mL SQUEEZ BTL,IP,250,2.28,1.22,3.5
Rx00132030140_00000_100094_000,3.5,MINERAL OIL ENEMA 133 mL SQUEEZ BTL,OP,250,2.28,1.22,3.5
Rx00135020001_00000_100094_000,29.9,DOCOSANOL 10 PERCENT TOPICAL CREAM SELF ADMIN 2 g,IP,250,19.44,10.46,29.9
Rx00135020001_00000_100094_000,29.9,DOCOSANOL 10 PERCENT TOPICAL CREAM SELF ADMIN 2 g,OP,250,19.44,10.46,29.9
Rx00135030001_00000_100094_000,59.9,DOCOSANOL 10 PERCENT TOPICAL CREAM SELF ADMIN 2 g,IP,250,38.94,20.96,59.9
Rx00135030001_00000_100094_000,59.9,DOCOSANOL 10 PERCENT TOPICAL CREAM SELF ADMIN 2 g,OP,250,38.94,20.96,59.9
Rx00143124001_00000_100094_000,29.5,DIGOXIN 125 MCG 0125 MG TABLET,IP,250,19.18,10.32,29.5
Rx00143124001_00000_100094_000,29.5,DIGOXIN 125 MCG 0125 MG TABLET,OP,250,19.18,10.32,29.5
Rx00143145001_00000_100094_000,27.5,PHENOBARBITAL 30 MG TABLET,IP,250,17.88,9.63,27.5
Rx00143145001_00000_100094_000,27.5,PHENOBARBITAL 30 MG TABLET,OP,250,17.88,9.63,27.5
Rx00143177201_00000_100094_000,29.5,ISOSORBIDE DINITRATE 20 MG TABLET,IP,250,19.18,10.32,29.5
Rx00143177201_00000_100094_000,29.5,ISOSORBIDE DINITRATE 20 MG TABLET,OP,250,19.18,10.32,29.5
Rx00143312601_00000_100094_000,29.5,DICYCLOMINE 10 MG CAPSULE,IP,250,19.18,10.32,29.5
Rx00143312601_00000_100094_000,29.5,DICYCLOMINE 10 MG CAPSULE,OP,250,19.18,10.32,29.5
Rx00143314250_00000_100094_000,41.5,DOXYCYCLINE HYCLATE 100 MG CAPSULE,IP,250,26.98,14.52,41.5
Rx00143314250_00000_100094_000,41.5,DOXYCYCLINE HYCLATE 100 MG CAPSULE,OP,250,26.98,14.52,41.5
Rx00143902202_J9395_100094_000,1357.2,FULVESTRANT 250 MG/5 ML INTRAMUSCULAR SYRINGE 5 mL,IP,636,882.18,475.02,1357.2
Rx00143902202_J9395_100094_000,1357.2,FULVESTRANT 250 MG/5 ML INTRAMUSCULAR SYRINGE 5 mL,OP,636,882.18,20.36,1357.2
Rx00143908701_J9000_100094_000,1169.3,DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION 100 mL Vi,IP,636,760.05,409.25,1169.3
Rx00143908701_J9000_100094_000,1169.3,DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION 100 mL Vi,OP,636,760.05,3.64,1169.3
Rx00143909301_J9000_100094_000,2196.9,DOXORUBICIN 50 MG INTRAVENOUS SOLUTION 1 each Vial,IP,636,1427.99,768.91,2196.9
Rx00143909301_J9000_100094_000,2196.9,DOXORUBICIN 50 MG INTRAVENOUS SOLUTION 1 each Vial,OP,636,1427.99,3.64,2196.9
Rx00143915201_J3370_100094_000,167.9,VANCOMYCIN 125 GRAM INTRAVENOUS SOLUTION 1 each Vi,IP,636,109.14,58.77,167.9
Rx00143915201_J3370_100094_000,167.9,VANCOMYCIN 125 GRAM INTRAVENOUS SOLUTION 1 each Vi,OP,636,109.14,3.3,167.9
Rx00143915210_J3370_100094_000,167.9,VANCOMYCIN 125 GRAM INTRAVENOUS SOLUTION 1 each Vi,IP,636,109.14,58.77,167.9
Rx00143915210_J3370_100094_000,167.9,VANCOMYCIN 125 GRAM INTRAVENOUS SOLUTION 1 each Vi,OP,636,109.14,3.3,167.9
Rx00143915301_J3370_100094_000,201.5,VANCOMYCIN 15 GRAM INTRAVENOUS SOLUTION 1 each Via,IP,636,130.98,70.52,201.5
Rx00143915301_J3370_100094_000,201.5,VANCOMYCIN 15 GRAM INTRAVENOUS SOLUTION 1 each Via,OP,636,130.98,3.3,201.5
Rx00143915310_J3370_100094_000,201.5,VANCOMYCIN 15 GRAM INTRAVENOUS SOLUTION 1 each Via,IP,636,130.98,70.52,201.5
Rx00143915310_J3370_100094_000,201.5,VANCOMYCIN 15 GRAM INTRAVENOUS SOLUTION 1 each Via,OP,636,130.98,3.3,201.5
Rx00143916201_J3370_100094_000,50.2,VANCOMYCIN 1000 MG INTRAVENOUS INJECTION 1 each Vi,IP,636,32.63,17.57,50.2
Rx00143916201_J3370_100094_000,50.2,VANCOMYCIN 1000 MG INTRAVENOUS INJECTION 1 each Vi,OP,636,32.63,3.3,50.2
Rx00143916210_J3370_100094_000,50.2,VANCOMYCIN 1000 MG INTRAVENOUS INJECTION 1 each Vi,IP,636,32.63,17.57,50.2
Rx00143916210_J3370_100094_000,50.2,VANCOMYCIN 1000 MG INTRAVENOUS INJECTION 1 each Vi,OP,636,32.63,3.3,50.2
Rx00143921801_J9211_100094_000,1118.2,IDARUBICIN 1 MG/ML INTRAVENOUS SOLUTION 10 mL Vial,IP,636,726.83,391.37,1118.2
Rx00143921801_J9211_100094_000,1118.2,IDARUBICIN 1 MG/ML INTRAVENOUS SOLUTION 10 mL Vial,OP,636,726.83,31.92,1118.2
Rx00143923201_J3490_100094_000,86,VECURONIUM BROMIDE 20 MG INTRAVENOUS SOLUTION 1 ea,IP,250,55.9,30.1,86
Rx00143923201_J3490_100094_000,86,VECURONIUM BROMIDE 20 MG INTRAVENOUS SOLUTION 1 ea,OP,250,55.9,30.1,86
Rx00143923401_J3490_100094_000,43,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION 1 ea,IP,250,27.95,15.05,43
Rx00143923401_J3490_100094_000,43,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION 1 ea,OP,250,27.95,15.05,43
Rx00143923410_J3490_100094_000,43,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION 1 ea,IP,250,27.95,15.05,43
Rx00143923410_J3490_100094_000,43,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION 1 ea,OP,250,27.95,15.05,43
Rx00143924510_J9130_100094_000,100.3,DACARBAZINE SWOG S1826 200 MG INTRAVENOUS SOLUTION,IP,636,65.2,35.1,100.3
Rx00143924510_J9130_100094_000,100.3,DACARBAZINE SWOG S1826 200 MG INTRAVENOUS SOLUTION,OP,636,65.2,4.03,100.3
Rx00143924701_J1190_100094_000,2290.7,DEXRAZOXANE HCL 250 MG INTRAVENOUS SOLUTION 1 each,IP,636,1488.96,801.74,2290.7
Rx00143924701_J1190_100094_000,2290.7,DEXRAZOXANE HCL 250 MG INTRAVENOUS SOLUTION 1 each,OP,636,1488.96,192.68,2290.7
Rx00143924801_J1190_100094_000,4581.2,DEXRAZOXANE HCL 500 MG INTRAVENOUS SOLUTION 1 each,IP,636,2977.78,1603.42,4581.2
Rx00143924801_J1190_100094_000,4581.2,DEXRAZOXANE HCL 500 MG INTRAVENOUS SOLUTION 1 each,OP,636,2977.78,192.68,4581.2
Rx00143924920_00000_100094_000,37.9,AMOXICILLIN 875 MGPOTASSIUM CLAVULANATE 125 MG TAB,IP,250,24.64,13.26,37.9
Rx00143924920_00000_100094_000,37.9,AMOXICILLIN 875 MGPOTASSIUM CLAVULANATE 125 MG TAB,OP,250,24.64,13.26,37.9
Rx00143925001_J3490_100094_000,43,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION 5 mL Vial,IP,636,27.95,15.05,43
Rx00143925001_J3490_100094_000,43,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION 5 mL Vial,OP,636,27.95,15.05,43
Rx00143925010_J3490_100094_000,43,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION 5 mL Vial,IP,636,27.95,15.05,43
Rx00143925010_J3490_100094_000,43,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION 5 mL Vial,OP,636,27.95,15.05,43
Rx00143925101_J3490_100094_000,85.9,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION 10 mL Via,IP,636,55.84,30.07,85.9
Rx00143925101_J3490_100094_000,85.9,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION 10 mL Via,OP,636,55.84,30.07,85.9
Rx00143925201_J1265_100094_000,42.8,DOPAMINE 200 MG/5 ML 40 MG/ML INTRAVENOUS SOLUTION,IP,636,27.82,14.98,42.8
Rx00143925201_J1265_100094_000,42.8,DOPAMINE 200 MG/5 ML 40 MG/ML INTRAVENOUS SOLUTION,OP,636,27.82,1.51,42.8
Rx00143925225_J1265_100094_000,42.8,DOPAMINE 200 MG/5 ML 40 MG/ML INTRAVENOUS SOLUTION,IP,636,27.82,14.98,42.8
Rx00143925225_J1265_100094_000,42.8,DOPAMINE 200 MG/5 ML 40 MG/ML INTRAVENOUS SOLUTION,OP,636,27.82,1.51,42.8
Rx00143925401_J1265_100094_000,48.9,DOPAMINE 400 MG/10 ML 40 MG/ML INTRAVENOUS SOLUTIO,IP,636,31.79,17.11,48.9
Rx00143925401_J1265_100094_000,48.9,DOPAMINE 400 MG/10 ML 40 MG/ML INTRAVENOUS SOLUTIO,OP,636,31.79,1.51,48.9
Rx00143925425_J1265_100094_000,48.9,DOPAMINE 400 MG/10 ML 40 MG/ML INTRAVENOUS SOLUTIO,IP,636,31.79,17.11,48.9
Rx00143925425_J1265_100094_000,48.9,DOPAMINE 400 MG/10 ML 40 MG/ML INTRAVENOUS SOLUTIO,OP,636,31.79,1.51,48.9
Rx00143926101_J0690_100094_000,67.1,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION 1 each Vi,IP,636,43.62,23.48,67.1
Rx00143926101_J0690_100094_000,67.1,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION 1 each Vi,OP,636,43.62,0.8,67.1
Rx00143926110_J0690_100094_000,67.1,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION 1 each Vi,IP,636,43.62,23.48,67.1
Rx00143926110_J0690_100094_000,67.1,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION 1 each Vi,OP,636,43.62,0.8,67.1
Rx00143926301_J2795_100094_000,72.8,ROPIVACAINE PF 2 MG/ML 02PERCENT FOR FEMORAL BLOCK,IP,636,47.32,25.48,72.8
Rx00143926301_J2795_100094_000,72.8,ROPIVACAINE PF 2 MG/ML 02PERCENT FOR FEMORAL BLOCK,OP,636,47.32,0.08,72.8
Rx00143927301_J1110_100094_000,1248.7,DIHYDROERGOTAMINE 1 MG/ML INJECTION SOLUTION 1 mL,IP,636,811.66,437.05,1248.7
Rx00143927301_J1110_100094_000,1248.7,DIHYDROERGOTAMINE 1 MG/ML INJECTION SOLUTION 1 mL,OP,636,811.66,53.11,1248.7
Rx00143927310_J1110_100094_000,1248.7,DIHYDROERGOTAMINE 1 MG/ML INJECTION SOLUTION 1 mL,IP,636,811.66,437.05,1248.7
Rx00143927310_J1110_100094_000,1248.7,DIHYDROERGOTAMINE 1 MG/ML INJECTION SOLUTION 1 mL,OP,636,811.66,53.11,1248.7
Rx00143927701_J9000_100094_000,2196.9,DOXORUBICIN 50 MG INTRAVENOUS SOLUTION 1 each Vial,IP,636,1427.99,768.91,2196.9
Rx00143927701_J9000_100094_000,2196.9,DOXORUBICIN 50 MG INTRAVENOUS SOLUTION 1 each Vial,OP,636,1427.99,3.64,2196.9
Rx00143927901_J9280_100094_000,132,MITOMYCIN 20 MG INTRAVENOUS SOLUTION 40 mL Vial,IP,636,85.8,46.2,132
Rx00143927901_J9280_100094_000,132,MITOMYCIN 20 MG INTRAVENOUS SOLUTION 40 mL Vial,OP,636,85.8,33.26,302.5
Rx00143928401_C9113_100094_000,54.3,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION 1 each Via,IP,636,35.3,19,54.3
Rx00143928401_C9113_100094_000,54.3,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION 1 each Via,OP,636,35.3,10.93,54.3
Rx00143928410_C9113_100094_000,54.3,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION 1 each Via,IP,636,35.3,19,54.3
Rx00143928410_C9113_100094_000,54.3,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION 1 each Via,OP,636,35.3,10.93,54.3
Rx00143929701_J3490_100094_000,592.3,DANTROLENE 20 MG INTRAVENOUS SOLUTION 1 each Vial,IP,636,385,207.3,592.3
Rx00143929701_J3490_100094_000,592.3,DANTROLENE 20 MG INTRAVENOUS SOLUTION 1 each Vial,OP,636,385,207.3,592.3
Rx00143930901_J9340_100094_000,2775.5,THIOTEPA 15 MG SOLUTION FOR INJECTION 1 each Vial,IP,636,1804.08,971.42,2775.5
Rx00143930901_J9340_100094_000,2775.5,THIOTEPA 15 MG SOLUTION FOR INJECTION 1 each Vial,OP,636,1804.08,334.03,2775.5
Rx00143931101_J3490_100094_000,51.5,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 mL Vial,IP,636,33.48,18.02,51.5
Rx00143931101_J3490_100094_000,51.5,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 mL Vial,OP,636,33.48,18.02,51.5
Rx00143931110_J3490_100094_000,51.5,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 mL Vial,IP,636,33.48,18.02,51.5
Rx00143931110_J3490_100094_000,51.5,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 mL Vial,OP,636,33.48,18.02,51.5
Rx00143931801_00000_100094_000,120.5,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLU,IP,250,78.33,42.17,120.5
Rx00143931801_00000_100094_000,120.5,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLU,OP,250,78.33,42.17,120.5
Rx00143931810_00000_100094_000,120.5,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLU,IP,250,78.33,42.17,120.5
Rx00143931810_00000_100094_000,120.5,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLU,OP,250,78.33,42.17,120.5
Rx00143933001_00000_100094_000,42.8,BUPIVACAINE PF 025 PERCENT 25 MG/ML INJECTION SOLU,IP,636,27.82,14.98,42.8
Rx00143933001_00000_100094_000,42.8,BUPIVACAINE PF 025 PERCENT 25 MG/ML INJECTION SOLU,OP,636,27.82,14.98,42.8
Rx00143933010_00000_100094_000,42.8,BUPIVACAINE PF 025 PERCENT 25 MG/ML INJECTION SOLU,IP,636,27.82,14.98,42.8
Rx00143933010_00000_100094_000,42.8,BUPIVACAINE PF 025 PERCENT 25 MG/ML INJECTION SOLU,OP,636,27.82,14.98,42.8
Rx00143933110_J0665_100094_000,42.8,BUPIVACAINE PF 05 PERCENT 5 MG/ML INJECTION SOLUTI,IP,636,27.82,14.98,42.8
Rx00143933110_J0665_100094_000,42.8,BUPIVACAINE PF 05 PERCENT 5 MG/ML INJECTION SOLUTI,OP,636,27.82,0.04,42.8
Rx00143933301_00000_100094_000,42.8,BUPIVACAINE PF 025 PERCENT 25 MG/ML INJECTION SOLU,IP,636,27.82,14.98,42.8
Rx00143933301_00000_100094_000,42.8,BUPIVACAINE PF 025 PERCENT 25 MG/ML INJECTION SOLU,OP,636,27.82,14.98,42.8
Rx00143933310_00000_100094_000,42.8,BUPIVACAINE PF 025 PERCENT 25 MG/ML INJECTION SOLU,IP,636,27.82,14.98,42.8
Rx00143933310_00000_100094_000,42.8,BUPIVACAINE PF 025 PERCENT 25 MG/ML INJECTION SOLU,OP,636,27.82,14.98,42.8
Rx00143933401_J0665_100094_000,42.8,BUPIVACAINE PF 05 PERCENT 5 MG/ML INJECTION SOLUTI,IP,636,27.82,14.98,42.8
Rx00143933401_J0665_100094_000,42.8,BUPIVACAINE PF 05 PERCENT 5 MG/ML INJECTION SOLUTI,OP,636,27.82,0.04,42.8
Rx00143933410_J0665_100094_000,42.8,BUPIVACAINE PF 05 PERCENT 5 MG/ML INJECTION SOLUTI,IP,636,27.82,14.98,42.8
Rx00143933410_J0665_100094_000,42.8,BUPIVACAINE PF 05 PERCENT 5 MG/ML INJECTION SOLUTI,OP,636,27.82,0.04,42.8
Rx00143935801_J3370_100094_000,742.8,VANCOMYCIN 5 GRAM INTRAVENOUS SOLUTION 1 each Vial,IP,636,482.82,259.98,742.8
Rx00143935801_J3370_100094_000,742.8,VANCOMYCIN 5 GRAM INTRAVENOUS SOLUTION 1 each Vial,OP,636,482.82,3.3,742.8
Rx00143937501_J3105_100094_000,42.8,TERBUTALINE 1 MG/ML SUBCUTANEOUS SOLUTION 1 mL Via,IP,636,27.82,14.98,42.8
Rx00143937501_J3105_100094_000,42.8,TERBUTALINE 1 MG/ML SUBCUTANEOUS SOLUTION 1 mL Via,OP,636,27.82,2.07,42.8
Rx00143937510_J3105_100094_000,42.8,TERBUTALINE 1 MG/ML SUBCUTANEOUS SOLUTION 1 mL Via,IP,636,27.82,14.98,42.8
Rx00143937510_J3105_100094_000,42.8,TERBUTALINE 1 MG/ML SUBCUTANEOUS SOLUTION 1 mL Via,OP,636,27.82,2.07,42.8
Rx00143937801_J0878_100094_000,292.4,DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION 1 each Vial,IP,636,190.06,102.34,292.4
Rx00143937801_J0878_100094_000,292.4,DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION 1 each Vial,OP,636,190.06,0.17,292.4
Rx00143938401_J1453_100094_000,542.9,FOSAPREPITANT 150 MG INTRAVENOUS POWDER FOR SOLUTI,IP,636,352.89,190.01,542.9
Rx00143938401_J1453_100094_000,542.9,FOSAPREPITANT 150 MG INTRAVENOUS POWDER FOR SOLUTI,OP,636,352.89,0.24,542.9
Rx00143939201_J3490_100094_000,1023.2,REMIFENTANIL 2 MG INTRAVENOUS SOLUTION 1 each Vial,IP,636,665.08,358.12,1023.2
Rx00143939201_J3490_100094_000,1023.2,REMIFENTANIL 2 MG INTRAVENOUS SOLUTION 1 each Vial,OP,636,665.08,358.12,1023.2
Rx00143939210_J3490_100094_000,1023.2,REMIFENTANIL 2 MG INTRAVENOUS SOLUTION 1 each Vial,IP,636,665.08,358.12,1023.2
Rx00143939210_J3490_100094_000,1023.2,REMIFENTANIL 2 MG INTRAVENOUS SOLUTION 1 each Vial,OP,636,665.08,358.12,1023.2
Rx00143950301_J1120_100094_000,367.2,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION 1 each,IP,636,238.68,128.52,367.2
Rx00143950301_J1120_100094_000,367.2,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION 1 each,OP,636,238.68,13.79,367.2
Rx00143950501_J9060_100094_000,256.2,CISPLATIN 1 MG/ML INTRAVENOUS SOLUTION 100 mL Vial,IP,636,166.53,89.67,256.2
Rx00143950501_J9060_100094_000,256.2,CISPLATIN 1 MG/ML INTRAVENOUS SOLUTION 100 mL Vial,OP,636,166.53,1.83,256.2
Rx00143950601_J3490_100094_000,52,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 10 mL Vial,IP,636,33.8,18.2,52
Rx00143950601_J3490_100094_000,52,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 10 mL Vial,OP,636,33.8,18.2,52
Rx00143950610_J3490_100094_000,52,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 10 mL Vial,IP,636,33.8,18.2,52
Rx00143950610_J3490_100094_000,52,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 10 mL Vial,OP,636,33.8,18.2,52
Rx00143950701_J3490_100094_000,56.1,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 mL Vial,IP,636,36.47,19.63,56.1
Rx00143950701_J3490_100094_000,56.1,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 mL Vial,OP,636,36.47,19.63,56.1
Rx00143950710_J3490_100094_000,56.1,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 mL Vial,IP,636,36.47,19.63,56.1
Rx00143950710_J3490_100094_000,56.1,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 mL Vial,OP,636,36.47,19.63,56.1
Rx00143950801_J3490_100094_000,53.5,KETAMINE 50 MG/ML INJECTION SOLUTION 10 mL Vial,IP,636,34.78,18.72,53.5
Rx00143950801_J3490_100094_000,53.5,KETAMINE 50 MG/ML INJECTION SOLUTION 10 mL Vial,OP,636,34.78,18.72,53.5
Rx00143950810_J3490_100094_000,53.5,KETAMINE 50 MG/ML INJECTION SOLUTION 10 mL Vial,IP,636,34.78,18.72,53.5
Rx00143950810_J3490_100094_000,53.5,KETAMINE 50 MG/ML INJECTION SOLUTION 10 mL Vial,OP,636,34.78,18.72,53.5
Rx00143950901_J3490_100094_000,532.1,KETAMINE 100 MG/ML INJECTION SOLUTION 5 mL Vial,IP,636,345.87,186.23,532.1
Rx00143950901_J3490_100094_000,532.1,KETAMINE 100 MG/ML INJECTION SOLUTION 5 mL Vial,OP,636,345.87,186.23,532.1
Rx00143950910_J3490_100094_000,106.5,KETAMINE 100 MG/ML INJECTION SOLUTION 5 mL Vial,IP,636,69.23,37.27,106.5
Rx00143950910_J3490_100094_000,106.5,KETAMINE 100 MG/ML INJECTION SOLUTION 5 mL Vial,OP,636,69.23,37.27,106.5
Rx00143951101_J9181_100094_000,317.4,ETOPOSIDE 20 MG/ML INTRAVENOUS SOLUTION 25 mL Vial,IP,636,206.31,111.09,317.4
Rx00143951101_J9181_100094_000,317.4,ETOPOSIDE 20 MG/ML INTRAVENOUS SOLUTION 25 mL Vial,OP,636,206.31,0.55,317.4
Rx00143951901_J9250_100094_000,42.8,METHOTREXATE 25 MG/ML INJ SOLN FOR ECTOPIC PREGNAN,IP,636,27.82,14.98,42.8
Rx00143951901_J9250_100094_000,42.8,METHOTREXATE 25 MG/ML INJ SOLN FOR ECTOPIC PREGNAN,OP,636,27.82,0.24,42.8
Rx00143951910_J9250_100094_000,42.8,METHOTREXATE 25 MG/ML INJ SOLN FOR ECTOPIC PREGNAN,IP,636,27.82,14.98,42.8
Rx00143951910_J9250_100094_000,42.8,METHOTREXATE 25 MG/ML INJ SOLN FOR ECTOPIC PREGNAN,OP,636,27.82,0.24,42.8
Rx00143952501_J3490_100094_000,287.7,DEXMEDETOMIDINE 400 MCG/100 ML 4 MCG/ML IN 09 PERC,IP,636,187.01,100.69,287.7
Rx00143952501_J3490_100094_000,287.7,DEXMEDETOMIDINE 400 MCG/100 ML 4 MCG/ML IN 09 PERC,OP,636,187.01,100.69,287.7
Rx00143952510_J3490_100094_000,240.8,DEXMEDETOMIDINE 400 MCG/100 ML 4 MCG/ML IN 09 PERC,IP,636,156.52,84.28,240.8
Rx00143952510_J3490_100094_000,240.8,DEXMEDETOMIDINE 400 MCG/100 ML 4 MCG/ML IN 09 PERC,OP,636,156.52,84.28,240.8
Rx00143952901_J2680_100094_000,1010.6,FLUPHENAZINE DECANOATE 25 MG/ML INJECTION SOLUTION,IP,636,656.89,353.71,1010.6
Rx00143952901_J2680_100094_000,1010.6,FLUPHENAZINE DECANOATE 25 MG/ML INJECTION SOLUTION,OP,636,656.89,9.74,1010.6
Rx00143953401_J2020_100094_000,240.8,LINEZOLID IN 5PERCENT DEXTROSE IN WATER 600 MG/300,IP,636,156.52,84.28,240.8
Rx00143953401_J2020_100094_000,240.8,LINEZOLID IN 5PERCENT DEXTROSE IN WATER 600 MG/300,OP,636,156.52,5.41,240.8
Rx00143953410_J2020_100094_000,240.8,LINEZOLID IN 5PERCENT DEXTROSE IN WATER 600 MG/300,IP,636,156.52,84.28,240.8
Rx00143953410_J2020_100094_000,240.8,LINEZOLID IN 5PERCENT DEXTROSE IN WATER 600 MG/300,OP,636,156.52,5.41,240.8
Rx00143954701_J9000_100094_000,292.4,DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION 25 mL,IP,636,190.06,102.34,292.4
Rx00143954701_J9000_100094_000,292.4,DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION 25 mL,OP,636,190.06,3.64,292.4
Rx00143955101_J9150_100094_000,1120.4,DAUNORUBICIN 5 MG/ML INTRAVENOUS SOLUTION 4 mL Via,IP,636,728.26,392.14,1120.4
Rx00143955101_J9150_100094_000,1120.4,DAUNORUBICIN 5 MG/ML INTRAVENOUS SOLUTION 4 mL Via,OP,636,728.26,37.96,1120.4
Rx00143955110_J9150_100094_000,1120.4,DAUNORUBICIN 5 MG/ML INTRAVENOUS SOLUTION 4 mL Via,IP,636,728.26,392.14,1120.4
Rx00143955110_J9150_100094_000,1120.4,DAUNORUBICIN 5 MG/ML INTRAVENOUS SOLUTION 4 mL Via,OP,636,728.26,37.96,1120.4
Rx00143955201_J0640_100094_000,217.2,LEUCOVORIN CALCIUM 350 MG SOLUTION FOR INJECTION 1,IP,636,141.18,76.02,217.2
Rx00143955201_J0640_100094_000,217.2,LEUCOVORIN CALCIUM 350 MG SOLUTION FOR INJECTION 1,OP,636,141.18,3.66,217.2
Rx00143955901_J0883_100094_000,1653.7,ARGATROBAN IV PREMIX WRAPPER RECORD 50 mL Vial,IP,636,1074.91,578.79,1653.7
Rx00143955901_J0883_100094_000,1653.7,ARGATROBAN IV PREMIX WRAPPER RECORD 50 mL Vial,OP,636,1074.91,1.65,1653.7
Rx00143956401_J2760_100094_000,4092.2,PHENTOLAMINE 5 MG INJECTION SOLUTION 1 each Vial,IP,636,2659.93,1432.27,4092.2
Rx00143956401_J2760_100094_000,4092.2,PHENTOLAMINE 5 MG INJECTION SOLUTION 1 each Vial,OP,636,2659.93,171.79,4092.2
Rx00143956410_J2760_100094_000,4092.2,PHENTOLAMINE 5 MG INJECTION SOLUTION 1 each Vial,IP,636,2659.93,1432.27,4092.2
Rx00143956410_J2760_100094_000,4092.2,PHENTOLAMINE 5 MG INJECTION SOLUTION 1 each Vial,OP,636,2659.93,171.79,4092.2
Rx00143956501_J9340_100094_000,6264,THIOTEPA 15 MG SOLUTION FOR INJECTION 1 each Vial,IP,636,4071.6,2192.4,6264
Rx00143956501_J9340_100094_000,6264,THIOTEPA 15 MG SOLUTION FOR INJECTION 1 each Vial,OP,636,4071.6,334.03,6264
Rx00143956801_J0697_100094_000,42.8,CEFUROXIME SODIUM 750 MG SOLUTION FOR INJECTION 1,IP,636,27.82,14.98,42.8
Rx00143956801_J0697_100094_000,42.8,CEFUROXIME SODIUM 750 MG SOLUTION FOR INJECTION 1,OP,636,27.82,2.17,42.8
Rx00143956825_J0697_100094_000,42.8,CEFUROXIME SODIUM 750 MG SOLUTION FOR INJECTION 1,IP,636,27.82,14.98,42.8
Rx00143956825_J0697_100094_000,42.8,CEFUROXIME SODIUM 750 MG SOLUTION FOR INJECTION 1,OP,636,27.82,2.17,42.8
